date,entry_time,exit_time,symbol,position,leverage,position_size,equity_allocated,entry_price,exit_price,exit_type,pnl_amount,pnl_percentage
2024-11-11,2024-11-11 20:31:00,2024-11-11 23:31:00,SUI,SHORT,10.0,521.697394643211,166.66666666666666,3.1947,3.2054,time_window,5.519662122682121,-3.3117972736092725
2024-11-11,2024-11-11 20:31:00,2024-11-11 23:31:00,ICP,SHORT,15.0,270.27027027027026,166.66666666666666,9.25,9.396,time_window,39.365709459459595,-23.61942567567576
2024-11-11,2024-11-11 23:31:00,2024-11-12 02:31:00,UNI,LONG,10.0,179.11517105498834,166.66666666666666,9.305,9.869,time_window,100.95845647501324,60.575073885007946
2024-11-11,2024-11-11 23:31:00,2024-11-12 02:31:00,BTC,LONG,20.0,0.03747844989131249,166.66666666666666,88940.0,88068.01,time_window,-32.80583352072563,-19.68350011243538
2024-11-11,2024-11-11 23:31:00,2024-11-12 02:31:00,ETH,LONG,20.0,0.9914114030156751,166.66666666666666,3362.21,3314.0,time_window,-47.92094373938562,-28.75256624363137
2024-11-11,2024-11-11 23:31:00,2024-11-12 02:31:00,DOGE,SHORT,10.0,4863.623983502587,166.66666666666666,0.34268,0.35386,time_window,54.31281613555893,-32.58768968133536
2024-11-11,2024-11-11 23:31:00,2024-11-12 02:31:00,SOL,SHORT,10.0,7.497038669725458,166.66666666666666,222.31,217.85,time_window,-33.499292466975476,20.099575480185287
2024-11-11,2024-11-11 23:31:00,2024-11-12 02:31:00,SUI,SHORT,10.0,519.9559077390237,166.66666666666666,3.2054,3.1142,time_window,-47.482478785799,28.4894872714794
2024-11-12,2024-11-12 02:31:00,2024-11-12 05:31:00,UNI,LONG,10.0,168.87898132198467,166.66666666666666,9.869,9.766,time_window,-17.457035076164402,-10.47422104569864
2024-11-12,2024-11-12 02:31:00,2024-11-12 05:31:00,TON,LONG,15.0,455.3734061930783,166.66666666666666,5.49,5.503,time_window,5.826104280510208,3.495662568306125
2024-11-12,2024-11-12 02:31:00,2024-11-12 05:31:00,DOGE,LONG,10.0,4709.960624729177,166.66666666666666,0.35386,0.41628,time_window,293.9332421955951,176.35994531735705
2024-11-12,2024-11-12 02:31:00,2024-11-12 05:31:00,GRT,SHORT,10.0,8242.664029014177,166.66666666666666,0.2022,0.2004,time_window,-14.899295252225556,8.939577151335335
2024-11-12,2024-11-12 02:31:00,2024-11-12 05:31:00,SOL,SHORT,10.0,7.650524060898171,166.66666666666666,217.85,218.64,time_window,5.981414008109368,-3.588848404865621
2024-11-12,2024-11-12 02:31:00,2024-11-12 05:31:00,FTM,SHORT,10.0,2048.005242893422,166.66666666666666,0.8138,0.8068,time_window,-14.398536700253771,8.639122020152264
2024-11-12,2024-11-12 05:31:00,2024-11-12 08:31:00,BTC,LONG,20.0,0.03761207976634473,166.66666666666666,88624.01,88869.32,time_window,9.101619287482208,5.460971572489325
2024-11-12,2024-11-12 05:31:00,2024-11-12 08:31:00,ETH,LONG,20.0,0.998003992015968,166.66666666666666,3340.0,3370.85,time_window,30.663423153692747,18.39805389221565
2024-11-12,2024-11-12 05:31:00,2024-11-12 08:31:00,SOL,LONG,15.0,11.434321258690085,166.66666666666666,218.64,223.37,time_window,53.99058955360442,32.39435373216266
2024-11-12,2024-11-12 05:31:00,2024-11-12 08:31:00,ADA,SHORT,10.0,2807.7268643306375,166.66666666666666,0.5936,0.6354,time_window,117.30048292902052,-70.38028975741231
2024-11-12,2024-11-12 05:31:00,2024-11-12 08:31:00,ICP,SHORT,10.0,176.5162748005366,166.66666666666666,9.442,9.479,time_window,6.4686021676197925,-3.8811613005718755
2024-11-12,2024-11-12 05:31:00,2024-11-12 08:31:00,UNI,SHORT,10.0,170.66011331831524,166.66666666666666,9.766,9.696,time_window,-12.008707932282277,7.205224759369365
2024-11-12,2024-11-12 08:31:00,2024-11-12 11:31:00,TON,LONG,10.0,297.83178460805334,166.66666666666666,5.596,5.3,time_window,-88.22070824398384,-52.9324249463903
2024-11-12,2024-11-12 08:31:00,2024-11-12 11:31:00,TRX,LONG,10.0,9873.617693522905,166.66666666666666,0.1688,0.1767,time_window,77.93907977883077,46.76344786729847
2024-11-12,2024-11-12 08:31:00,2024-11-12 11:31:00,BNB,LONG,15.0,3.832298612707902,166.66666666666666,652.35,629.37,time_window,-88.15997212002776,-52.89598327201666
2024-11-12,2024-11-12 08:31:00,2024-11-12 11:31:00,SHIB,SHORT,10.0,57630244.35223605,166.66666666666666,2.892e-05,2.661e-05,time_window,-133.18836445366514,79.91301867219909
2024-11-12,2024-11-12 08:31:00,2024-11-12 11:31:00,DOGE,SHORT,10.0,3991.0600255427835,166.66666666666666,0.4176,0.396,time_window,-86.26939655172418,51.76163793103451
2024-11-12,2024-11-12 08:31:00,2024-11-12 11:31:00,XRP,SHORT,10.0,2572.4134382878015,166.66666666666666,0.6479,0.6437,time_window,-10.866636440808861,6.519981864485317
2024-11-12,2024-11-12 11:31:00,2024-11-12 14:31:00,BNB,LONG,15.0,3.9722261944484165,166.66666666666666,629.37,619.9,time_window,-37.710732061426825,-22.626439236856097
2024-11-12,2024-11-12 11:31:00,2024-11-12 14:31:00,TON,LONG,10.0,314.4654088050314,166.66666666666666,5.3,5.234,time_window,-20.817216981132106,-12.490330188679263
2024-11-12,2024-11-12 11:31:00,2024-11-12 14:31:00,DOGE,LONG,10.0,4208.754208754208,166.66666666666666,0.396,0.35422,time_window,-175.9042508417508,-105.5425505050505
2024-11-12,2024-11-12 11:31:00,2024-11-12 14:31:00,GRT,SHORT,15.0,12853.470437017995,166.66666666666666,0.1945,0.1861,time_window,-108.0629016709513,64.8377410025708
2024-11-12,2024-11-12 11:31:00,2024-11-12 14:31:00,FTM,SHORT,10.0,2193.848448949146,166.66666666666666,0.7597,0.7323,time_window,-60.17394750120684,36.10436850072411
2024-11-12,2024-11-12 11:31:00,2024-11-12 14:31:00,STX,SHORT,10.0,813.0081300813008,166.66666666666666,2.05,1.967,time_window,-67.54217479674776,40.52530487804866
2024-11-12,2024-11-12 14:31:00,2024-11-12 17:31:00,BTC,LONG,20.0,0.03898270727105456,166.66666666666666,85508.0,87710.33,time_window,85.7277857042618,51.43667142255709
2024-11-12,2024-11-12 14:31:00,2024-11-12 17:31:00,ETH,SHORT,20.0,1.0273765016391792,166.66666666666666,3244.51,3263.25,time_window,19.128035640717826,-11.476821384430695
2024-11-12,2024-11-12 14:31:00,2024-11-12 17:31:00,TRX,LONG,15.0,14236.902050113895,166.66666666666666,0.1756,0.1812,time_window,79.63290148063788,47.77974088838273
2024-11-12,2024-11-12 14:31:00,2024-11-12 17:31:00,SOL,SHORT,10.0,8.025553361904302,166.66666666666666,207.67,211.9,time_window,33.88559072085536,-20.331354432513223
2024-11-12,2024-11-12 14:31:00,2024-11-12 17:31:00,DOGE,LONG,10.0,4705.173809120509,166.66666666666666,0.35422,0.37624,time_window,103.54542727683383,62.127256366100305
2024-11-12,2024-11-12 14:31:00,2024-11-12 17:31:00,ADA,SHORT,10.0,2926.5437518290896,166.66666666666666,0.5695,0.5775,time_window,23.349850014632693,-14.009910008779617
2024-11-12,2024-11-12 17:31:00,2024-11-12 20:31:00,BTC,LONG,20.0,0.03800388544123974,166.66666666666666,87710.33,89382.0,time_window,63.404955175557006,38.0429731053342
2024-11-12,2024-11-12 17:31:00,2024-11-12 20:31:00,TON,LONG,10.0,312.5195324707794,166.66666666666666,5.333,5.438,time_window,32.75205090943177,19.651230545659065
2024-11-12,2024-11-12 17:31:00,2024-11-12 20:31:00,FTM,LONG,10.0,2240.444504189631,166.66666666666666,0.7439,0.7626,time_window,41.833812228346005,25.100287337007604
2024-11-12,2024-11-12 17:31:00,2024-11-12 20:31:00,TRX,SHORT,10.0,9197.93966151582,166.66666666666666,0.1812,0.1856,time_window,40.408434510669395,-24.245060706401635
2024-11-12,2024-11-12 17:31:00,2024-11-12 20:31:00,SUI,SHORT,10.0,532.0054477357847,166.66666666666666,3.1328,3.0795,time_window,-28.418390364317474,17.051034218590484
2024-11-12,2024-11-12 17:31:00,2024-11-12 20:31:00,DOGE,SHORT,10.0,4429.796583740874,166.66666666666666,0.37624,0.379,time_window,12.163738571124668,-7.298243142674801
2024-11-12,2024-11-12 20:31:00,2024-11-12 23:31:00,TRX,LONG,10.0,8979.885057471263,166.66666666666666,0.1856,0.1882,time_window,23.285201149425575,13.971120689655347
2024-11-12,2024-11-12 20:31:00,2024-11-12 23:31:00,UNI,LONG,10.0,186.90890060184665,166.66666666666666,8.917,9.028,time_window,20.68438796680516,12.410632780083098
2024-11-12,2024-11-12 20:31:00,2024-11-12 23:31:00,DOGE,LONG,10.0,4397.537379067721,166.66666666666666,0.379,0.38943,time_window,45.80381486367651,27.48228891820591
2024-11-12,2024-11-12 20:31:00,2024-11-12 23:31:00,XRP,SHORT,15.0,3400.8978370289756,166.66666666666666,0.7351,0.7114,time_window,-80.69502873758665,48.417017242552
2024-11-12,2024-11-12 20:31:00,2024-11-12 23:31:00,AVAX,SHORT,15.0,73.16359379572724,166.66666666666666,34.17,34.38,time_window,15.270604697102499,-9.162362818261501
2024-11-12,2024-11-12 20:31:00,2024-11-12 23:31:00,TON,SHORT,15.0,459.7278411180581,166.66666666666666,5.438,5.505,time_window,30.708015354910003,-18.424809212946002
2024-11-12,2024-11-12 23:31:00,2024-11-13 02:31:00,BTC,LONG,20.0,0.03786354349985379,166.66666666666666,88035.43,87422.19,time_window,-23.344439415850047,-14.00666364951003
2024-11-12,2024-11-12 23:31:00,2024-11-13 02:31:00,ETH,LONG,20.0,1.0231885214618908,166.66666666666666,3257.79,3223.58,time_window,-35.12827931921129,-21.076967591526774
2024-11-12,2024-11-12 23:31:00,2024-11-13 02:31:00,ADA,LONG,10.0,2875.546353807223,166.66666666666666,0.5796,0.5503,time_window,-84.31600816655168,-50.58960489993102
2024-11-12,2024-11-12 23:31:00,2024-11-13 02:31:00,TRX,SHORT,10.0,8855.827134254338,166.66666666666666,0.1882,0.1821,time_window,-54.083045518951394,32.449827311370846
2024-11-12,2024-11-12 23:31:00,2024-11-13 02:31:00,TON,SHORT,10.0,302.7550711474417,166.66666666666666,5.505,5.392,time_window,-34.27382303966078,20.56429382379647
2024-11-12,2024-11-12 23:31:00,2024-11-13 02:31:00,LTC,SHORT,10.0,21.497054903478222,166.66666666666666,77.53,74.64,time_window,-62.1889886710519,37.31339320263115
2024-11-13,2024-11-13 02:31:00,2024-11-13 05:31:00,BNB,LONG,15.0,4.068348250610252,166.66666666666666,614.5,607.89,time_window,-26.98553193653379,-16.191319161920276
2024-11-13,2024-11-13 02:31:00,2024-11-13 05:31:00,TON,LONG,10.0,309.09990108803163,166.66666666666666,5.392,5.271,time_window,-37.46358803165208,-22.478152818991244
2024-11-13,2024-11-13 02:31:00,2024-11-13 05:31:00,LTC,LONG,10.0,22.32940335834226,166.66666666666666,74.64,73.51,time_window,-25.294725794926762,-15.176835476956057
2024-11-13,2024-11-13 02:31:00,2024-11-13 05:31:00,TRX,SHORT,10.0,9152.480322167306,166.66666666666666,0.1821,0.1769,time_window,-47.655397675270024,28.593238605162014
2024-11-13,2024-11-13 02:31:00,2024-11-13 05:31:00,XRP,SHORT,10.0,2426.71325956125,166.66666666666666,0.6868,0.658,time_window,-69.95184187536393,41.97110512521836
2024-11-13,2024-11-13 02:31:00,2024-11-13 05:31:00,SUI,SHORT,10.0,556.7432745412435,166.66666666666666,2.9936,2.9596,time_window,-18.991771334402074,11.395062800641245
2024-11-13,2024-11-13 05:31:00,2024-11-13 08:31:00,BNB,LONG,15.0,4.112586158680024,166.66666666666666,607.89,610.5,time_window,10.640099874154657,6.384059924492795
2024-11-13,2024-11-13 05:31:00,2024-11-13 08:31:00,ICP,LONG,15.0,300.55301755229624,166.66666666666666,8.318,8.291,time_window,-8.208681473911838,-4.925208884347103
2024-11-13,2024-11-13 05:31:00,2024-11-13 08:31:00,ADA,LONG,10.0,3092.145949288806,166.66666666666666,0.539,0.5373,time_window,-5.319148113791016,-3.1914888682746096
2024-11-13,2024-11-13 05:31:00,2024-11-13 08:31:00,TRX,SHORT,10.0,9421.51874882231,166.66666666666666,0.1769,0.1774,time_window,4.6482593744110545,-2.7889556246466327
2024-11-13,2024-11-13 05:31:00,2024-11-13 08:31:00,DOGE,SHORT,10.0,4524.436481436237,166.66666666666666,0.36837,0.38233,time_window,63.09863328084998,-37.85917996850999
2024-11-13,2024-11-13 05:31:00,2024-11-13 08:31:00,SHIB,SHORT,10.0,68474390.57792385,166.66666666666666,2.434e-05,2.442e-05,time_window,5.415451246233943,-3.2492707477403653
2024-11-13,2024-11-13 08:31:00,2024-11-13 11:31:00,BTC,LONG,20.0,0.038068424872096746,166.66666666666666,87561.63,87574.0,time_window,0.3459064156677414,0.20754384940064488
2024-11-13,2024-11-13 08:31:00,2024-11-13 11:31:00,ETH,LONG,20.0,1.0521420560118344,166.66666666666666,3168.14,3169.62,time_window,1.4321702428974277,0.8593021457384566
2024-11-13,2024-11-13 08:31:00,2024-11-13 11:31:00,XRP,LONG,15.0,3711.9524870081664,166.66666666666666,0.6735,0.6701,time_window,-12.714388455827702,-7.628633073496621
2024-11-13,2024-11-13 08:31:00,2024-11-13 11:31:00,SUI,SHORT,10.0,553.1952557974862,166.66666666666666,3.0128,3.1947,time_window,100.5637170295629,-60.33823021773775
2024-11-13,2024-11-13 08:31:00,2024-11-13 11:31:00,TON,SHORT,10.0,316.1355589276681,166.66666666666666,5.272,5.262,time_window,-3.223855589276809,1.9343133535660857
2024-11-13,2024-11-13 08:31:00,2024-11-13 11:31:00,ADA,SHORT,10.0,3101.9294000868535,166.66666666666666,0.5373,0.5377,time_window,1.1782717600344768,-0.7069630560206861
2024-11-13,2024-11-13 11:31:00,2024-11-13 14:31:00,ADA,LONG,10.0,3099.6218461347717,166.66666666666666,0.5377,0.5828,time_window,139.73044526067838,83.83826715640703
2024-11-13,2024-11-13 11:31:00,2024-11-13 14:31:00,SOL,LONG,15.0,12.037750385208012,166.66666666666666,207.68,213.96,time_window,75.50332241910655,45.301993451463936
2024-11-13,2024-11-13 11:31:00,2024-11-13 14:31:00,BTC,LONG,20.0,0.0380630476320978,166.66666666666666,87574.0,90336.01,time_window,105.00551819033035,63.00331091419822
2024-11-13,2024-11-13 11:31:00,2024-11-13 14:31:00,TRX,SHORT,10.0,9480.470231323472,166.66666666666666,0.1758,0.1793,time_window,33.119145809631846,-19.871487485779106
2024-11-13,2024-11-13 11:31:00,2024-11-13 14:31:00,DOGE,SHORT,10.0,4339.373741581615,166.66666666666666,0.38408,0.40877,time_window,107.07663767965028,-64.24598260779017
2024-11-13,2024-11-13 11:31:00,2024-11-13 14:31:00,GRT,SHORT,10.0,9410.878976096366,166.66666666666666,0.1771,0.1866,time_window,89.3408502729153,-53.60451016374918
2024-11-13,2024-11-13 14:31:00,2024-11-13 17:31:00,LTC,LONG,10.0,22.016732716864816,166.66666666666666,75.7,77.27,time_window,34.50377036547775,20.702262219286652
2024-11-13,2024-11-13 14:31:00,2024-11-13 17:31:00,ADA,LONG,15.0,4289.636238846946,166.66666666666666,0.5828,0.5864,time_window,15.348940459849473,9.209364275909685
2024-11-13,2024-11-13 14:31:00,2024-11-13 17:31:00,ETH,LONG,20.0,1.025262467191601,166.66666666666666,3251.2,3272.13,time_window,21.333743438320653,12.800246062992393
2024-11-13,2024-11-13 14:31:00,2024-11-13 17:31:00,DOGE,SHORT,10.0,4077.2724678099335,166.66666666666666,0.40877,0.41224,time_window,14.085635463300378,-8.451381277980227
2024-11-13,2024-11-13 14:31:00,2024-11-13 17:31:00,SOL,SHORT,10.0,7.789617997133419,166.66666666666666,213.96,216.51,time_window,19.80102589268995,-11.88061553561397
2024-11-13,2024-11-13 14:31:00,2024-11-13 17:31:00,BNB,SHORT,15.0,4.008273075628096,166.66666666666666,623.71,628.11,time_window,17.542651532763557,-10.525590919658137
2024-11-13,2024-11-13 17:31:00,2024-11-13 20:31:00,TRX,LONG,10.0,9259.25925925926,166.66666666666666,0.18,0.1761,time_window,-36.17361111111086,-21.704166666666517
2024-11-13,2024-11-13 17:31:00,2024-11-13 20:31:00,LINK,LONG,15.0,177.8093883357041,166.66666666666666,14.06,13.44,time_window,-110.33557076813668,-66.201342460882
2024-11-13,2024-11-13 17:31:00,2024-11-13 20:31:00,ADA,LONG,15.0,4263.301500682128,166.66666666666666,0.5864,0.5761,time_window,-44.005755457026225,-26.40345327421574
2024-11-13,2024-11-13 17:31:00,2024-11-13 20:31:00,ICP,SHORT,10.0,190.21532374648098,166.66666666666666,8.762,8.414,time_window,-66.25743266377549,39.7544595982653
2024-11-13,2024-11-13 17:31:00,2024-11-13 20:31:00,SUI,SHORT,10.0,498.4945464696616,166.66666666666666,3.3434,3.2357,time_window,-53.75036265478252,32.25021759286951
2024-11-13,2024-11-13 17:31:00,2024-11-13 20:31:00,SOL,SHORT,10.0,7.697873847243391,166.66666666666666,216.51,212.14,time_window,-33.70220871245351,20.221325227472107
2024-11-13,2024-11-13 20:31:00,2024-11-13 23:31:00,ADA,LONG,10.0,2893.016258751374,166.66666666666666,0.5761,0.5798,time_window,10.641660157380102,6.384996094428061
2024-11-13,2024-11-13 20:31:00,2024-11-13 23:31:00,TRX,LONG,10.0,9464.31951542684,166.66666666666666,0.1761,0.1769,time_window,7.508955612341424,4.505373367404855
2024-11-13,2024-11-13 20:31:00,2024-11-13 23:31:00,FTM,LONG,10.0,2376.877733409393,166.66666666666666,0.7012,0.7044,time_window,7.543508746909993,4.526105248145996
2024-11-13,2024-11-13 20:31:00,2024-11-13 23:31:00,SUI,SHORT,10.0,515.0868951592133,166.66666666666666,3.2357,3.2878,time_window,26.77352723779495,-16.06411634267697
2024-11-13,2024-11-13 20:31:00,2024-11-13 23:31:00,LINK,SHORT,10.0,124.0079365079365,166.66666666666666,13.44,13.45,time_window,1.1775793650795094,-0.7065476190477057
2024-11-13,2024-11-13 20:31:00,2024-11-13 23:31:00,UNI,SHORT,10.0,195.43464665415883,166.66666666666666,8.528,8.639,time_window,21.630745778611526,-12.978447467166918
2024-11-13,2024-11-13 23:31:00,2024-11-14 02:31:00,BTC,LONG,20.0,0.03690581635665781,166.66666666666666,90320.0,89840.01,time_window,-17.839422793032554,-10.703653675819531
2024-11-13,2024-11-13 23:31:00,2024-11-14 02:31:00,ETH,LONG,20.0,1.0446864634751494,166.66666666666666,3190.75,3185.48,time_window,-5.630497662514244,-3.3782985975085467
2024-11-13,2024-11-13 23:31:00,2024-11-14 02:31:00,SUI,SHORT,10.0,506.92458989800673,166.66666666666666,3.2878,3.33,time_window,21.32971769369601,-12.797830616217606
2024-11-13,2024-11-13 23:31:00,2024-11-14 02:31:00,DOGE,SHORT,10.0,4167.395960959834,166.66666666666666,0.39993,0.38454,time_window,-64.19872383917186,38.51923430350312
2024-11-13,2024-11-13 23:31:00,2024-11-14 02:31:00,ADA,SHORT,10.0,2874.55444406117,166.66666666666666,0.5798,0.5732,time_window,-19.03455933080363,11.420735598482178
2024-11-13,2024-11-13 23:31:00,2024-11-14 02:31:00,UNI,LONG,15.0,289.3853455261026,166.66666666666666,8.639,8.503,time_window,-39.45015699154965,-23.67009419492979
2024-11-14,2024-11-14 02:31:00,2024-11-14 05:31:00,BTC,LONG,20.0,0.03710299379233521,166.66666666666666,89840.01,89990.02,time_window,5.440820098788663,3.264492059273198
2024-11-14,2024-11-14 02:31:00,2024-11-14 05:31:00,ETH,LONG,20.0,1.046414773702341,166.66666666666666,3185.48,3225.6,time_window,41.85716072093783,25.114296432562693
2024-11-14,2024-11-14 02:31:00,2024-11-14 05:31:00,TON,LONG,10.0,311.81789834736514,166.66666666666666,5.345,5.442,time_window,30.183836139694677,18.110301683816807
2024-11-14,2024-11-14 02:31:00,2024-11-14 05:31:00,ICP,SHORT,10.0,199.69646137870436,166.66666666666666,8.346,8.589,time_window,48.4637401150253,-29.078244069015184
2024-11-14,2024-11-14 02:31:00,2024-11-14 05:31:00,DOGE,SHORT,10.0,4334.182833168634,166.66666666666666,0.38454,0.39422,time_window,41.892389825072314,-25.13543389504339
2024-11-14,2024-11-14 02:31:00,2024-11-14 05:31:00,SOL,SHORT,15.0,11.69864295741694,166.66666666666666,213.7,218.59,time_window,57.11261406176891,-34.26756843706135
2024-11-14,2024-11-14 05:31:00,2024-11-14 08:31:00,BTC,LONG,20.0,0.037041144488392526,166.66666666666666,89990.02,90985.43,time_window,36.74612563519031,22.047675381114185
2024-11-14,2024-11-14 05:31:00,2024-11-14 08:31:00,ETH,SHORT,20.0,1.033399470899471,166.66666666666666,3225.6,3211.46,time_window,-14.737268518518704,8.842361111111222
2024-11-14,2024-11-14 05:31:00,2024-11-14 08:31:00,XRP,LONG,15.0,3588.860178007465,166.66666666666666,0.6966,0.7006,time_window,14.261690712030031,8.55701442721802
2024-11-14,2024-11-14 05:31:00,2024-11-14 08:31:00,BNB,SHORT,10.0,2.6437401520679336,166.66666666666666,630.42,646.19,time_window,41.629282198111696,-24.97756931886702
2024-11-14,2024-11-14 05:31:00,2024-11-14 08:31:00,SOL,LONG,15.0,11.436936730866005,166.66666666666666,218.59,218.92,time_window,3.6804391211858274,2.2082634727114967
2024-11-14,2024-11-14 05:31:00,2024-11-14 08:31:00,LTC,SHORT,10.0,20.30786726777954,166.66666666666666,82.07,81.81,time_window,-5.342545489622353,3.2055272937734114
2024-11-14,2024-11-14 08:31:00,2024-11-14 11:31:00,BTC,LONG,20.0,0.03663590240034403,166.66666666666666,90985.43,90961.53,time_window,-1.0005980673677186,-0.6003588404206313
2024-11-14,2024-11-14 08:31:00,2024-11-14 11:31:00,ETH,LONG,20.0,1.0379495099840361,166.66666666666666,3211.46,3167.79,time_window,-45.45225510100272,-27.271353060601637
2024-11-14,2024-11-14 08:31:00,2024-11-14 11:31:00,LTC,LONG,15.0,30.558611416697225,166.66666666666666,81.81,79.9,time_window,-58.460697805891414,-35.07641868353485
2024-11-14,2024-11-14 08:31:00,2024-11-14 11:31:00,TAO,SHORT,10.0,3.049152335650689,166.66666666666666,546.6,516.7,time_window,-91.2321548359555,54.7392929015733
2024-11-14,2024-11-14 08:31:00,2024-11-14 11:31:00,SUI,SHORT,10.0,491.72911626443215,166.66666666666666,3.3894,3.2752,time_window,-56.2179650773985,33.7307790464391
2024-11-14,2024-11-14 08:31:00,2024-11-14 11:31:00,DOGE,SHORT,10.0,4186.763129689174,166.66666666666666,0.39808,0.39243,time_window,-23.717711682743584,14.230627009646154
2024-11-14,2024-11-14 11:31:00,2024-11-14 14:31:00,BTC,LONG,20.0,0.036645528426504405,166.66666666666666,90961.53,91419.51,time_window,16.65791910877033,9.9947514652622
2024-11-14,2024-11-14 11:31:00,2024-11-14 14:31:00,ETH,LONG,20.0,1.0522583041594717,166.66666666666666,3167.79,3189.0,time_window,22.193398631222408,13.316039178733446
2024-11-14,2024-11-14 11:31:00,2024-11-14 14:31:00,TRX,LONG,15.0,13919.821826280622,166.66666666666666,0.1796,0.1841,time_window,62.54544821826266,37.527268930957604
2024-11-14,2024-11-14 11:31:00,2024-11-14 14:31:00,SUI,SHORT,10.0,508.87477609509847,166.66666666666666,3.2752,3.3352,time_window,30.469986565705767,-18.281991939423463
2024-11-14,2024-11-14 11:31:00,2024-11-14 14:31:00,ADA,SHORT,10.0,2969.297464219965,166.66666666666666,0.5613,0.5695,time_window,24.285739206603694,-14.571443523962216
2024-11-14,2024-11-14 11:31:00,2024-11-14 14:31:00,DOGE,SHORT,10.0,4247.041935292069,166.66666666666666,0.39243,0.41161,time_window,81.39576431890191,-48.83745859134115
2024-11-14,2024-11-14 14:31:00,2024-11-14 17:31:00,BNB,LONG,20.0,5.24488361603256,166.66666666666666,635.54,634.56,time_window,-5.264985943711963,-3.1589915662271784
2024-11-14,2024-11-14 14:31:00,2024-11-14 17:31:00,XRP,LONG,20.0,4565.584623110989,166.66666666666666,0.7301,0.7605,time_window,138.66877254257406,83.20126352554445
2024-11-14,2024-11-14 14:31:00,2024-11-14 17:31:00,LTC,LONG,15.0,30.921459492888065,166.66666666666666,80.85,81.78,time_window,28.66320732838585,17.19792439703151
2024-11-14,2024-11-14 14:31:00,2024-11-14 17:31:00,ICP,SHORT,10.0,198.64918553833925,166.66666666666666,8.39,8.179,time_window,-41.977478148589626,25.186486889153777
2024-11-14,2024-11-14 14:31:00,2024-11-14 17:31:00,DOGE,SHORT,10.0,4049.1403674999797,166.66666666666666,0.41161,0.39283,time_window,-76.10535610164948,45.66321366098969
2024-11-14,2024-11-14 14:31:00,2024-11-14 17:31:00,GRT,SHORT,10.0,9295.408068414203,166.66666666666666,0.1793,0.1754,time_window,-36.31459146681527,21.788754880089165
2024-11-14,2024-11-14 17:31:00,2024-11-14 20:31:00,BTC,LONG,20.0,0.04510862382159359,200.0,88674.84,88300.99,time_window,-17.013859015702018,-8.506929507851009
2024-11-14,2024-11-14 17:31:00,2024-11-14 20:31:00,ETH,LONG,20.0,1.2783146699391523,200.0,3129.12,3118.5,time_window,-13.725701794753514,-6.862850897376757
2024-11-14,2024-11-14 17:31:00,2024-11-14 20:31:00,TON,LONG,15.0,565.6108597285067,200.0,5.304,5.377,time_window,41.17709276018077,20.588546380090385
2024-11-14,2024-11-14 17:31:00,2024-11-14 20:31:00,SUI,SHORT,10.0,591.2087262407994,200.0,3.3829,3.3935,time_window,6.191812498152603,-3.0959062490763016
2024-11-14,2024-11-14 17:31:00,2024-11-14 20:31:00,DOGE,SHORT,10.0,5091.260850749688,200.0,0.39283,0.38997,time_window,-14.636006033144167,7.318003016572083
2024-11-14,2024-11-14 20:31:00,2024-11-14 23:31:00,ADA,LONG,10.0,2954.5588843585647,166.66666666666666,0.5641,0.5792,time_window,44.5513391538143,26.73080349228858
