date,entry_time,exit_time,symbol,position,leverage,entry_price,exit_price,exit_type,pnl_percentage
2024-11-11,2024-11-11 15:51:00,2024-11-11 18:51:00,BTC,LONG,20.0,83959.09,85465.07,time_window,35.87413822612919
2024-11-11,2024-11-11 15:51:00,2024-11-11 18:51:00,ETH,LONG,20.0,3236.75,3318.98,time_window,50.810226307252655
2024-11-11,2024-11-11 15:51:00,2024-11-11 18:51:00,TON,LONG,10.0,5.374,5.423,time_window,9.11797543729073
2024-11-11,2024-11-11 15:51:00,2024-11-11 18:51:00,FTM,SHORT,10.0,0.7904,0.8226,time_window,-40.738866396761146
2024-11-11,2024-11-11 15:51:00,2024-11-11 18:51:00,STX,SHORT,10.0,2.036,2.034,time_window,0.9823182711199527
2024-11-11,2024-11-11 15:51:00,2024-11-11 18:51:00,TRX,SHORT,10.0,0.1654,0.1663,time_window,-5.441354292624014
2024-11-11,2024-11-11 20:31:00,2024-11-11 23:31:00,ADA,LONG,10.0,0.6034,0.6145,time_window,18.395757374875704
2024-11-11,2024-11-11 20:31:00,2024-11-11 23:31:00,DOGE,LONG,10.0,0.32217,0.34268,time_window,63.66204177918482
2024-11-11,2024-11-11 20:31:00,2024-11-11 23:31:00,BTC,LONG,20.0,86617.32,88940.0,time_window,53.63084426994493
2024-11-11,2024-11-11 20:31:00,2024-11-11 23:31:00,AVAX,SHORT,15.0,34.23,35.35,time_window,-49.079754601227194
2024-11-11,2024-11-11 20:31:00,2024-11-11 23:31:00,SUI,SHORT,10.0,3.1947,3.2054,time_window,-3.3492972736093938
2024-11-11,2024-11-11 20:31:00,2024-11-11 23:31:00,ICP,SHORT,15.0,9.25,9.396,time_window,-23.675675675675805
2024-11-11,2024-11-11 23:31:00,2024-11-12 02:31:00,UNI,LONG,10.0,9.305,9.869,time_window,60.61257388500807
2024-11-11,2024-11-11 23:31:00,2024-11-12 02:31:00,BTC,LONG,20.0,88940.0,88068.01,time_window,-19.60850011243547
2024-11-11,2024-11-11 23:31:00,2024-11-12 02:31:00,ETH,LONG,20.0,3362.21,3314.0,time_window,-28.677566243631443
2024-11-11,2024-11-11 23:31:00,2024-11-12 02:31:00,DOGE,SHORT,10.0,0.34268,0.35386,time_window,-32.62518968133542
2024-11-11,2024-11-11 23:31:00,2024-11-12 02:31:00,SOL,SHORT,10.0,222.31,217.85,time_window,20.062075480185364
2024-11-11,2024-11-11 23:31:00,2024-11-12 02:31:00,SUI,SHORT,10.0,3.2054,3.1142,time_window,28.45198727147943
2024-11-12,2024-11-12 02:31:00,2024-11-12 05:31:00,UNI,LONG,10.0,9.869,9.766,time_window,-10.43672104569863
2024-11-12,2024-11-12 02:31:00,2024-11-12 05:31:00,TON,LONG,15.0,5.49,5.503,time_window,3.551912568305984
2024-11-12,2024-11-12 02:31:00,2024-11-12 05:31:00,DOGE,LONG,10.0,0.35386,0.41628,time_window,176.3974453173571
2024-11-12,2024-11-12 02:31:00,2024-11-12 05:31:00,GRT,SHORT,10.0,0.2022,0.2004,time_window,8.902077151335293
2024-11-12,2024-11-12 02:31:00,2024-11-12 05:31:00,SOL,SHORT,10.0,217.85,218.64,time_window,-3.6263484048656967
2024-11-12,2024-11-12 02:31:00,2024-11-12 05:31:00,FTM,SHORT,10.0,0.8138,0.8068,time_window,8.60162202015238
2024-11-12,2024-11-12 05:31:00,2024-11-12 08:31:00,BTC,LONG,20.0,88624.01,88869.32,time_window,5.535971572489492
2024-11-12,2024-11-12 05:31:00,2024-11-12 08:31:00,ETH,LONG,20.0,3340.0,3370.85,time_window,18.473053892215514
2024-11-12,2024-11-12 05:31:00,2024-11-12 08:31:00,SOL,LONG,15.0,218.64,223.37,time_window,32.450603732162584
2024-11-12,2024-11-12 05:31:00,2024-11-12 08:31:00,ADA,SHORT,10.0,0.5936,0.6354,time_window,-70.41778975741231
2024-11-12,2024-11-12 05:31:00,2024-11-12 08:31:00,ICP,SHORT,10.0,9.442,9.479,time_window,-3.9186613005718103
2024-11-12,2024-11-12 05:31:00,2024-11-12 08:31:00,UNI,SHORT,10.0,9.766,9.696,time_window,7.1677247593692694
2024-11-12,2024-11-12 08:31:00,2024-11-12 11:31:00,TON,LONG,10.0,5.596,5.3,time_window,-52.89492494639032
2024-11-12,2024-11-12 08:31:00,2024-11-12 11:31:00,TRX,LONG,10.0,0.1688,0.1767,time_window,46.800947867298525
2024-11-12,2024-11-12 08:31:00,2024-11-12 11:31:00,BNB,LONG,15.0,652.35,629.37,time_window,-52.839733272016595
2024-11-12,2024-11-12 08:31:00,2024-11-12 11:31:00,SHIB,SHORT,10.0,2.892e-05,2.661e-05,time_window,79.87551867219916
2024-11-12,2024-11-12 08:31:00,2024-11-12 11:31:00,DOGE,SHORT,10.0,0.4176,0.396,time_window,51.72413793103449
2024-11-12,2024-11-12 08:31:00,2024-11-12 11:31:00,XRP,SHORT,10.0,0.6479,0.6437,time_window,6.482481864485232
2024-11-12,2024-11-12 11:31:00,2024-11-12 14:31:00,BNB,LONG,15.0,629.37,619.9,time_window,-22.570189236855967
2024-11-12,2024-11-12 11:31:00,2024-11-12 14:31:00,TON,LONG,10.0,5.3,5.234,time_window,-12.452830188679213
2024-11-12,2024-11-12 11:31:00,2024-11-12 14:31:00,DOGE,LONG,10.0,0.396,0.35422,time_window,-105.5050505050506
2024-11-12,2024-11-12 11:31:00,2024-11-12 14:31:00,GRT,SHORT,15.0,0.1945,0.1861,time_window,64.78149100257083
2024-11-12,2024-11-12 11:31:00,2024-11-12 14:31:00,FTM,SHORT,10.0,0.7597,0.7323,time_window,36.066868500724084
2024-11-12,2024-11-12 11:31:00,2024-11-12 14:31:00,STX,SHORT,10.0,2.05,1.967,time_window,40.48780487804866
2024-11-12,2024-11-12 14:31:00,2024-11-12 17:31:00,BTC,LONG,20.0,85508.0,87710.33,time_window,51.51167142255699
2024-11-12,2024-11-12 14:31:00,2024-11-12 17:31:00,ETH,SHORT,20.0,3244.51,3263.25,time_window,-11.551821384430795
2024-11-12,2024-11-12 14:31:00,2024-11-12 17:31:00,TRX,LONG,15.0,0.1756,0.1812,time_window,47.835990888382625
2024-11-12,2024-11-12 14:31:00,2024-11-12 17:31:00,SOL,SHORT,10.0,207.67,211.9,time_window,-20.368854432513213
2024-11-12,2024-11-12 14:31:00,2024-11-12 17:31:00,DOGE,LONG,10.0,0.35422,0.37624,time_window,62.16475636610028
2024-11-12,2024-11-12 14:31:00,2024-11-12 17:31:00,ADA,SHORT,10.0,0.5695,0.5775,time_window,-14.047410008779643
2024-11-12,2024-11-12 17:31:00,2024-11-12 20:31:00,BTC,LONG,20.0,87710.33,89382.0,time_window,38.1179731053343
2024-11-12,2024-11-12 17:31:00,2024-11-12 20:31:00,TON,LONG,10.0,5.333,5.438,time_window,19.688730545659016
2024-11-12,2024-11-12 17:31:00,2024-11-12 20:31:00,FTM,LONG,10.0,0.7439,0.7626,time_window,25.137787337007577
2024-11-12,2024-11-12 17:31:00,2024-11-12 20:31:00,TRX,SHORT,10.0,0.1812,0.1856,time_window,-24.282560706401696
2024-11-12,2024-11-12 17:31:00,2024-11-12 20:31:00,SUI,SHORT,10.0,3.1328,3.0795,time_window,17.013534218590436
2024-11-12,2024-11-12 17:31:00,2024-11-12 20:31:00,DOGE,SHORT,10.0,0.37624,0.379,time_window,-7.335743142674848
2024-11-12,2024-11-12 20:31:00,2024-11-12 23:31:00,TRX,LONG,10.0,0.1856,0.1882,time_window,14.008620689655276
2024-11-12,2024-11-12 20:31:00,2024-11-12 23:31:00,UNI,LONG,10.0,8.917,9.028,time_window,12.44813278008306
2024-11-12,2024-11-12 20:31:00,2024-11-12 23:31:00,DOGE,LONG,10.0,0.379,0.38943,time_window,27.519788918205794
2024-11-12,2024-11-12 20:31:00,2024-11-12 23:31:00,XRP,SHORT,15.0,0.7351,0.7114,time_window,48.360767242551916
2024-11-12,2024-11-12 20:31:00,2024-11-12 23:31:00,AVAX,SHORT,15.0,34.17,34.38,time_window,-9.21861281826167
2024-11-12,2024-11-12 20:31:00,2024-11-12 23:31:00,TON,SHORT,15.0,5.438,5.505,time_window,-18.481059212945986
2024-11-12,2024-11-12 23:31:00,2024-11-13 02:31:00,BTC,LONG,20.0,88035.43,87422.19,time_window,-13.931663649509993
2024-11-12,2024-11-12 23:31:00,2024-11-13 02:31:00,ETH,LONG,20.0,3257.79,3223.58,time_window,-21.001967591526792
2024-11-12,2024-11-12 23:31:00,2024-11-13 02:31:00,ADA,LONG,10.0,0.5796,0.5503,time_window,-50.552104899930974
2024-11-12,2024-11-12 23:31:00,2024-11-13 02:31:00,TRX,SHORT,10.0,0.1882,0.1821,time_window,32.41232731137085
2024-11-12,2024-11-12 23:31:00,2024-11-13 02:31:00,TON,SHORT,10.0,5.505,5.392,time_window,20.526793823796467
2024-11-12,2024-11-12 23:31:00,2024-11-13 02:31:00,LTC,SHORT,10.0,77.53,74.64,time_window,37.27589320263125
2024-11-13,2024-11-13 02:31:00,2024-11-13 05:31:00,BNB,LONG,15.0,614.5,607.89,time_window,-16.135069161920295
2024-11-13,2024-11-13 02:31:00,2024-11-13 05:31:00,TON,LONG,10.0,5.392,5.271,time_window,-22.44065281899118
2024-11-13,2024-11-13 02:31:00,2024-11-13 05:31:00,LTC,LONG,10.0,74.64,73.51,time_window,-15.139335476955996
2024-11-13,2024-11-13 02:31:00,2024-11-13 05:31:00,TRX,SHORT,10.0,0.1821,0.1769,time_window,28.555738605162052
2024-11-13,2024-11-13 02:31:00,2024-11-13 05:31:00,XRP,SHORT,10.0,0.6868,0.658,time_window,41.933605125218314
2024-11-13,2024-11-13 02:31:00,2024-11-13 05:31:00,SUI,SHORT,10.0,2.9936,2.9596,time_window,11.357562800641306
2024-11-13,2024-11-13 05:31:00,2024-11-13 08:31:00,BNB,LONG,15.0,607.89,610.5,time_window,6.4403099244929525
2024-11-13,2024-11-13 05:31:00,2024-11-13 08:31:00,ICP,LONG,15.0,8.318,8.291,time_window,-4.868958884347063
2024-11-13,2024-11-13 05:31:00,2024-11-13 08:31:00,ADA,LONG,10.0,0.539,0.5373,time_window,-3.153988868274647
2024-11-13,2024-11-13 05:31:00,2024-11-13 08:31:00,TRX,SHORT,10.0,0.1769,0.1774,time_window,-2.8264556246466954
2024-11-13,2024-11-13 05:31:00,2024-11-13 08:31:00,DOGE,SHORT,10.0,0.36837,0.38233,time_window,-37.89667996851001
2024-11-13,2024-11-13 05:31:00,2024-11-13 08:31:00,SHIB,SHORT,10.0,2.434e-05,2.442e-05,time_window,-3.2867707477403134
2024-11-13,2024-11-13 08:31:00,2024-11-13 11:31:00,BTC,LONG,20.0,87561.63,87574.0,time_window,0.28254384940059574
2024-11-13,2024-11-13 08:31:00,2024-11-13 11:31:00,ETH,LONG,20.0,3168.14,3169.62,time_window,0.9343021457385206
2024-11-13,2024-11-13 08:31:00,2024-11-13 11:31:00,XRP,LONG,15.0,0.6735,0.6701,time_window,-7.572383073496567
2024-11-13,2024-11-13 08:31:00,2024-11-13 11:31:00,SUI,SHORT,10.0,3.0128,3.1947,time_window,-60.37573021773771
2024-11-13,2024-11-13 08:31:00,2024-11-13 11:31:00,TON,SHORT,10.0,5.272,5.262,time_window,1.8968133535661371
2024-11-13,2024-11-13 08:31:00,2024-11-13 11:31:00,ADA,SHORT,10.0,0.5373,0.5377,time_window,-0.744463056020763
2024-11-13,2024-11-13 11:31:00,2024-11-13 14:31:00,ADA,LONG,10.0,0.5377,0.5828,time_window,83.87576715640698
2024-11-13,2024-11-13 11:31:00,2024-11-13 14:31:00,SOL,LONG,15.0,207.68,213.96,time_window,45.35824345146379
2024-11-13,2024-11-13 11:31:00,2024-11-13 14:31:00,BTC,LONG,20.0,87574.0,90336.01,time_window,63.078310914198156
2024-11-13,2024-11-13 11:31:00,2024-11-13 14:31:00,TRX,SHORT,10.0,0.1758,0.1793,time_window,-19.908987485779154
2024-11-13,2024-11-13 11:31:00,2024-11-13 14:31:00,DOGE,SHORT,10.0,0.38408,0.40877,time_window,-64.28348260779016
2024-11-13,2024-11-13 11:31:00,2024-11-13 14:31:00,GRT,SHORT,10.0,0.1771,0.1866,time_window,-53.64201016374919
2024-11-13,2024-11-13 14:31:00,2024-11-13 17:31:00,LTC,LONG,10.0,75.7,77.27,time_window,20.73976221928657
2024-11-13,2024-11-13 14:31:00,2024-11-13 17:31:00,ADA,LONG,15.0,0.5828,0.5864,time_window,9.265614275909526
2024-11-13,2024-11-13 14:31:00,2024-11-13 17:31:00,ETH,LONG,20.0,3251.2,3272.13,time_window,12.875246062992305
2024-11-13,2024-11-13 14:31:00,2024-11-13 17:31:00,DOGE,SHORT,10.0,0.40877,0.41224,time_window,-8.488881277980216
2024-11-13,2024-11-13 14:31:00,2024-11-13 17:31:00,SOL,SHORT,10.0,213.96,216.51,time_window,-11.918115535614053
2024-11-13,2024-11-13 14:31:00,2024-11-13 17:31:00,BNB,SHORT,15.0,623.71,628.11,time_window,-10.58184091965812
2024-11-13,2024-11-13 17:31:00,2024-11-13 20:31:00,TRX,LONG,10.0,0.18,0.1761,time_window,-21.666666666666593
2024-11-13,2024-11-13 17:31:00,2024-11-13 20:31:00,LINK,LONG,15.0,14.06,13.44,time_window,-66.14509246088204
2024-11-13,2024-11-13 17:31:00,2024-11-13 20:31:00,ADA,LONG,15.0,0.5864,0.5761,time_window,-26.347203274215772
2024-11-13,2024-11-13 17:31:00,2024-11-13 20:31:00,ICP,SHORT,10.0,8.762,8.414,time_window,39.716959598265326
2024-11-13,2024-11-13 17:31:00,2024-11-13 20:31:00,SUI,SHORT,10.0,3.3434,3.2357,time_window,32.2127175928695
2024-11-13,2024-11-13 17:31:00,2024-11-13 20:31:00,SOL,SHORT,10.0,216.51,212.14,time_window,20.18382522747219
2024-11-13,2024-11-13 20:31:00,2024-11-13 23:31:00,ADA,LONG,10.0,0.5761,0.5798,time_window,6.422496094428114
2024-11-13,2024-11-13 20:31:00,2024-11-13 23:31:00,TRX,LONG,10.0,0.1761,0.1769,time_window,4.542873367404856
2024-11-13,2024-11-13 20:31:00,2024-11-13 23:31:00,FTM,LONG,10.0,0.7012,0.7044,time_window,4.563605248146007
2024-11-13,2024-11-13 20:31:00,2024-11-13 23:31:00,SUI,SHORT,10.0,3.2357,3.2878,time_window,-16.10161634267695
2024-11-13,2024-11-13 20:31:00,2024-11-13 23:31:00,LINK,SHORT,10.0,13.44,13.45,time_window,-0.7440476190476032
2024-11-13,2024-11-13 20:31:00,2024-11-13 23:31:00,UNI,SHORT,10.0,8.528,8.639,time_window,-13.015947467166846
2024-11-13,2024-11-13 23:31:00,2024-11-14 02:31:00,BTC,LONG,20.0,90320.0,89840.01,time_window,-10.628653675819423
2024-11-13,2024-11-13 23:31:00,2024-11-14 02:31:00,ETH,LONG,20.0,3190.75,3185.48,time_window,-3.303298597508411
2024-11-13,2024-11-13 23:31:00,2024-11-14 02:31:00,SUI,SHORT,10.0,3.2878,3.33,time_window,-12.835330616217604
2024-11-13,2024-11-13 23:31:00,2024-11-14 02:31:00,DOGE,SHORT,10.0,0.39993,0.38454,time_window,38.48173430350315
2024-11-13,2024-11-13 23:31:00,2024-11-14 02:31:00,ADA,SHORT,10.0,0.5798,0.5732,time_window,11.38323559848213
2024-11-13,2024-11-13 23:31:00,2024-11-14 02:31:00,UNI,LONG,15.0,8.639,8.503,time_window,-23.61384419492984
2024-11-14,2024-11-14 02:31:00,2024-11-14 05:31:00,BTC,LONG,20.0,89840.01,89990.02,time_window,3.3394920592731303
2024-11-14,2024-11-14 02:31:00,2024-11-14 05:31:00,ETH,LONG,20.0,3185.48,3225.6,time_window,25.18929643256268
2024-11-14,2024-11-14 02:31:00,2024-11-14 05:31:00,TON,LONG,10.0,5.345,5.442,time_window,18.14780168381673
2024-11-14,2024-11-14 02:31:00,2024-11-14 05:31:00,ICP,SHORT,10.0,8.346,8.589,time_window,-29.115744069015136
2024-11-14,2024-11-14 02:31:00,2024-11-14 05:31:00,DOGE,SHORT,10.0,0.38454,0.39422,time_window,-25.172933895043485
2024-11-14,2024-11-14 02:31:00,2024-11-14 05:31:00,SOL,SHORT,15.0,213.7,218.59,time_window,-34.323818437061405
2024-11-14,2024-11-14 05:31:00,2024-11-14 08:31:00,BTC,LONG,20.0,89990.02,90985.43,time_window,22.122675381114234
2024-11-14,2024-11-14 05:31:00,2024-11-14 08:31:00,ETH,SHORT,20.0,3225.6,3211.46,time_window,8.767361111111033
2024-11-14,2024-11-14 05:31:00,2024-11-14 08:31:00,XRP,LONG,15.0,0.6966,0.7006,time_window,8.613264427217924
2024-11-14,2024-11-14 05:31:00,2024-11-14 08:31:00,BNB,SHORT,10.0,630.42,646.19,time_window,-25.015069318866942
2024-11-14,2024-11-14 05:31:00,2024-11-14 08:31:00,SOL,LONG,15.0,218.59,218.92,time_window,2.26451347271136
2024-11-14,2024-11-14 05:31:00,2024-11-14 08:31:00,LTC,SHORT,10.0,82.07,81.81,time_window,3.168027293773497
2024-11-14,2024-11-14 08:31:00,2024-11-14 11:31:00,BTC,LONG,20.0,90985.43,90961.53,time_window,-0.5253588404208054
2024-11-14,2024-11-14 08:31:00,2024-11-14 11:31:00,ETH,LONG,20.0,3211.46,3167.79,time_window,-27.196353060601766
2024-11-14,2024-11-14 08:31:00,2024-11-14 11:31:00,LTC,LONG,15.0,81.81,79.9,time_window,-35.020168683534955
2024-11-14,2024-11-14 08:31:00,2024-11-14 11:31:00,TAO,SHORT,10.0,546.6,516.7,time_window,54.70179290157332
2024-11-14,2024-11-14 08:31:00,2024-11-14 11:31:00,SUI,SHORT,10.0,3.3894,3.2752,time_window,33.69327904643899
2024-11-14,2024-11-14 08:31:00,2024-11-14 11:31:00,DOGE,SHORT,10.0,0.39808,0.39243,time_window,14.193127009646274
2024-11-14,2024-11-14 11:31:00,2024-11-14 14:31:00,BTC,LONG,20.0,90961.53,91419.51,time_window,10.069751465262204
2024-11-14,2024-11-14 11:31:00,2024-11-14 14:31:00,ETH,LONG,20.0,3167.79,3189.0,time_window,13.391039178733461
2024-11-14,2024-11-14 11:31:00,2024-11-14 14:31:00,TRX,LONG,15.0,0.1796,0.1841,time_window,37.583518930957716
2024-11-14,2024-11-14 11:31:00,2024-11-14 14:31:00,SUI,SHORT,10.0,3.2752,3.3352,time_window,-18.319491939423564
2024-11-14,2024-11-14 11:31:00,2024-11-14 14:31:00,ADA,SHORT,10.0,0.5613,0.5695,time_window,-14.608943523962203
2024-11-14,2024-11-14 11:31:00,2024-11-14 14:31:00,DOGE,SHORT,10.0,0.39243,0.41161,time_window,-48.87495859134107
2024-11-14,2024-11-14 14:31:00,2024-11-14 17:31:00,BNB,LONG,20.0,635.54,634.56,time_window,-3.083991566227203
2024-11-14,2024-11-14 14:31:00,2024-11-14 17:31:00,XRP,LONG,20.0,0.7301,0.7605,time_window,83.2762635255444
2024-11-14,2024-11-14 14:31:00,2024-11-14 17:31:00,LTC,LONG,15.0,80.85,81.78,time_window,17.25417439703167
2024-11-14,2024-11-14 14:31:00,2024-11-14 17:31:00,ICP,SHORT,10.0,8.39,8.179,time_window,25.148986889153786
2024-11-14,2024-11-14 14:31:00,2024-11-14 17:31:00,DOGE,SHORT,10.0,0.41161,0.39283,time_window,45.62571366098968
2024-11-14,2024-11-14 14:31:00,2024-11-14 17:31:00,GRT,SHORT,10.0,0.1793,0.1754,time_window,21.751254880089164
2024-11-14,2024-11-14 17:31:00,2024-11-14 20:31:00,BTC,LONG,20.0,88674.84,88300.99,time_window,-8.431929507851185
2024-11-14,2024-11-14 17:31:00,2024-11-14 20:31:00,ETH,LONG,20.0,3129.12,3118.5,time_window,-6.7878508973768295
2024-11-14,2024-11-14 17:31:00,2024-11-14 20:31:00,TON,LONG,15.0,5.304,5.377,time_window,20.64479638009036
2024-11-14,2024-11-14 17:31:00,2024-11-14 20:31:00,SUI,SHORT,10.0,3.3829,3.3935,time_window,-3.1334062490762853
2024-11-14,2024-11-14 17:31:00,2024-11-14 20:31:00,DOGE,SHORT,10.0,0.39283,0.38997,time_window,7.280503016572128
2024-11-14,2024-11-14 20:31:00,2024-11-14 23:31:00,ADA,LONG,10.0,0.5641,0.5792,time_window,26.768303492288602
2024-11-14,2024-11-14 20:31:00,2024-11-14 23:31:00,STX,LONG,10.0,1.847,1.8,time_window,-25.446670276123406
2024-11-14,2024-11-14 20:31:00,2024-11-14 23:31:00,UNI,LONG,15.0,8.418,8.172,time_window,-43.83464005702044
2024-11-14,2024-11-14 20:31:00,2024-11-14 23:31:00,TRX,SHORT,10.0,0.1783,0.1768,time_window,8.412787436903947
2024-11-14,2024-11-14 20:31:00,2024-11-14 23:31:00,XRP,SHORT,10.0,0.7777,0.7708,time_window,8.872315803008753
2024-11-14,2024-11-14 20:31:00,2024-11-14 23:31:00,ICP,SHORT,10.0,8.177,7.946,time_window,28.249969426440003
2024-11-14,2024-11-14 23:31:00,2024-11-15 02:31:00,ADA,LONG,10.0,0.5792,0.5902,time_window,18.991712707182145
2024-11-14,2024-11-14 23:31:00,2024-11-15 02:31:00,XRP,LONG,15.0,0.7708,0.8124,time_window,80.95485210171245
2024-11-14,2024-11-14 23:31:00,2024-11-15 02:31:00,BTC,LONG,20.0,87227.68,88016.0,time_window,18.07499637729691
2024-11-14,2024-11-14 23:31:00,2024-11-15 02:31:00,SUI,SHORT,10.0,3.3244,3.2242,time_window,30.140777283118645
2024-11-14,2024-11-14 23:31:00,2024-11-15 02:31:00,TON,SHORT,15.0,5.222,5.252,time_window,-8.617387973956154
2024-11-14,2024-11-14 23:31:00,2024-11-15 02:31:00,DOGE,SHORT,10.0,0.36202,0.36857,time_window,-18.092923042925804
2024-11-15,2024-11-15 02:31:00,2024-11-15 05:31:00,BTC,LONG,20.0,88016.0,87770.59,time_window,-5.5764860934376355
2024-11-15,2024-11-15 02:31:00,2024-11-15 05:31:00,ETH,LONG,20.0,3067.43,3050.44,time_window,-11.077677404211201
2024-11-15,2024-11-15 02:31:00,2024-11-15 05:31:00,LTC,LONG,15.0,81.53,80.43,time_window,-20.237949221145485
2024-11-15,2024-11-15 02:31:00,2024-11-15 05:31:00,XRP,SHORT,10.0,0.8124,0.7962,time_window,19.940915805022147
2024-11-15,2024-11-15 02:31:00,2024-11-15 05:31:00,ADA,SHORT,10.0,0.5902,0.5894,time_window,1.3554727211113384
2024-11-15,2024-11-15 02:31:00,2024-11-15 05:31:00,SOL,SHORT,10.0,209.37,207.83,time_window,7.355399531929083
2024-11-15,2024-11-15 05:31:00,2024-11-15 08:31:00,XRP,LONG,10.0,0.7962,0.7859,time_window,-12.936448128610872
2024-11-15,2024-11-15 05:31:00,2024-11-15 08:31:00,GRT,LONG,10.0,0.1695,0.1714,time_window,11.20943952802351
2024-11-15,2024-11-15 05:31:00,2024-11-15 08:31:00,TRX,LONG,15.0,0.1772,0.1794,time_window,18.623024830699837
2024-11-15,2024-11-15 05:31:00,2024-11-15 08:31:00,SUI,SHORT,10.0,3.1485,3.2465,time_window,-31.125932983960716
2024-11-15,2024-11-15 05:31:00,2024-11-15 08:31:00,SOL,SHORT,10.0,207.83,209.58,time_window,-8.42034355001684
2024-11-15,2024-11-15 05:31:00,2024-11-15 08:31:00,DOGE,SHORT,10.0,0.36287,0.36695,time_window,-11.243696089508564
2024-11-15,2024-11-15 08:31:00,2024-11-15 11:31:00,TON,LONG,10.0,5.241,5.311,time_window,13.356229727151362
2024-11-15,2024-11-15 08:31:00,2024-11-15 11:31:00,TRX,LONG,15.0,0.1794,0.182,time_window,21.73913043478253
2024-11-15,2024-11-15 08:31:00,2024-11-15 11:31:00,TAO,LONG,10.0,504.8,509.8,time_window,9.904912836767036
2024-11-15,2024-11-15 08:31:00,2024-11-15 11:31:00,LINK,SHORT,15.0,13.21,13.46,time_window,-28.387585162755485
2024-11-15,2024-11-15 08:31:00,2024-11-15 11:31:00,AVAX,SHORT,10.0,31.79,32.24,time_window,-14.155394778232239
2024-11-15,2024-11-15 08:31:00,2024-11-15 11:31:00,LTC,SHORT,10.0,81.12,83.82,time_window,-33.28402366863891
2024-11-15,2024-11-15 11:31:00,2024-11-15 14:31:00,LTC,SHORT,10.0,83.82,84.21,time_window,-4.652827487473164
2024-11-15,2024-11-15 11:31:00,2024-11-15 14:31:00,BNB,SHORT,10.0,622.59,612.51,time_window,16.19043029923391
2024-11-15,2024-11-15 11:31:00,2024-11-15 14:31:00,TRX,LONG,15.0,0.182,0.188,time_window,49.450549450549495
2024-11-15,2024-11-15 11:31:00,2024-11-15 14:31:00,ADA,LONG,15.0,0.612,0.6648,time_window,129.41176470588223
2024-11-15,2024-11-15 11:31:00,2024-11-15 14:31:00,DOGE,LONG,10.0,0.3711,0.36612,time_window,-13.419563459983792
2024-11-15,2024-11-15 11:31:00,2024-11-15 14:31:00,BTC,LONG,20.0,89423.65,89318.54,time_window,-2.3508322462793814
2024-11-15,2024-11-15 14:31:00,2024-11-15 17:31:00,BTC,LONG,20.0,89318.54,89430.85,time_window,2.5148194316658605
2024-11-15,2024-11-15 14:31:00,2024-11-15 17:31:00,ETH,LONG,20.0,3070.03,3038.54,time_window,-20.514457513444647
2024-11-15,2024-11-15 14:31:00,2024-11-15 17:31:00,ADA,LONG,15.0,0.6648,0.6743,time_window,21.43501805054166
2024-11-15,2024-11-15 14:31:00,2024-11-15 17:31:00,DOGE,SHORT,10.0,0.36612,0.35894,time_window,19.61105648421288
2024-11-15,2024-11-15 14:31:00,2024-11-15 17:31:00,TAO,SHORT,10.0,508.0,501.7,time_window,12.401574803149629
2024-11-15,2024-11-15 14:31:00,2024-11-15 17:31:00,SOL,SHORT,15.0,212.85,210.78,time_window,14.58773784355175
2024-11-15,2024-11-15 17:31:00,2024-11-15 20:31:00,LINK,LONG,15.0,13.35,13.66,time_window,34.831460674157356
2024-11-15,2024-11-15 17:31:00,2024-11-15 20:31:00,UNI,LONG,15.0,8.199,8.396,time_window,36.04098060739132
2024-11-15,2024-11-15 17:31:00,2024-11-15 20:31:00,BTC,LONG,20.0,89430.85,90806.81,time_window,30.77148433678069
2024-11-15,2024-11-15 17:31:00,2024-11-15 20:31:00,TRX,SHORT,10.0,0.1873,0.1876,time_window,-1.601708489054964
2024-11-15,2024-11-15 17:31:00,2024-11-15 20:31:00,ICP,SHORT,10.0,8.201,8.692,time_window,-59.87074746982071
2024-11-15,2024-11-15 17:31:00,2024-11-15 20:31:00,XRP,SHORT,10.0,0.8821,0.8897,time_window,-8.615803196916508
2024-11-15,2024-11-15 20:31:00,2024-11-15 23:31:00,ADA,LONG,10.0,0.6768,0.6924,time_window,23.049645390071014
2024-11-15,2024-11-15 20:31:00,2024-11-15 23:31:00,BNB,LONG,15.0,616.19,618.87,time_window,6.523961765039882
2024-11-15,2024-11-15 20:31:00,2024-11-15 23:31:00,UNI,LONG,10.0,8.396,8.543,time_window,17.50833730347766
2024-11-15,2024-11-15 20:31:00,2024-11-15 23:31:00,LTC,SHORT,10.0,83.26,83.63,time_window,-4.443910641364284
2024-11-15,2024-11-15 20:31:00,2024-11-15 23:31:00,FTM,SHORT,10.0,0.7125,0.7082,time_window,6.035087719298204
2024-11-15,2024-11-15 20:31:00,2024-11-15 23:31:00,SOL,SHORT,15.0,214.16,218.9,time_window,-33.19947702652229
2024-11-15,2024-11-15 23:31:00,2024-11-16 02:31:00,AVAX,LONG,15.0,33.06,33.49,time_window,19.50998185117966
2024-11-15,2024-11-15 23:31:00,2024-11-16 02:31:00,XRP,LONG,15.0,0.8919,0.8939,time_window,3.363605785401954
2024-11-15,2024-11-15 23:31:00,2024-11-16 02:31:00,ADA,LONG,10.0,0.6924,0.7219,time_window,42.605430387059464
2024-11-15,2024-11-15 23:31:00,2024-11-16 02:31:00,TRX,SHORT,10.0,0.1889,0.19,time_window,-5.823186871360454
