date,entry_time,exit_time,symbol,position,leverage,entry_price,exit_price,exit_type,pnl_percentage
2024-11-25,2024-11-25 16:10:00,2024-11-25 19:10:00,XRP,SHORT,15.0,1.4207,1.4655,time_window,-47.30062645174908
2024-11-25,2024-11-25 19:10:00,2024-11-25 22:10:00,BTC,LONG,20.0,95184.0,94152.01,time_window,-21.68410657253331
2024-11-25,2024-11-25 19:10:00,2024-11-25 22:10:00,ADA,SHORT,10.0,1.0019,0.9683,time_window,33.536281065974606
2024-11-25,2024-11-25 19:10:00,2024-11-25 22:10:00,DOGE,LONG,10.0,0.4022,0.39837,time_window,-9.522625559423172
2024-11-25,2024-11-25 19:10:00,2024-11-25 22:10:00,AVAX,SHORT,10.0,41.72,42.24,time_window,-12.464046021093075
2024-11-25,2024-11-25 19:10:00,2024-11-25 22:10:00,SUI,LONG,10.0,3.1682,3.1738,time_window,1.7675651789659197
2024-11-25,2024-11-25 19:10:00,2024-11-25 22:10:00,UNI,SHORT,10.0,11.39,11.309,time_window,7.111501316944802
2024-11-25,2024-11-25 22:10:00,2024-11-26 01:10:00,TON,LONG,10.0,6.168,6.122,time_window,-7.457846952010419
2024-11-25,2024-11-25 22:10:00,2024-11-26 01:10:00,STX,LONG,10.0,2.15,2.189,time_window,18.139534883720998
2024-11-25,2024-11-25 22:10:00,2024-11-26 01:10:00,UNI,LONG,10.0,11.309,11.354,time_window,3.9791316650455326
2024-11-25,2024-11-25 22:10:00,2024-11-26 01:10:00,FTM,SHORT,10.0,0.9663,1.0165,time_window,-51.95073993583763
2024-11-25,2024-11-25 22:10:00,2024-11-26 01:10:00,ICP,SHORT,10.0,11.79,11.785,time_window,0.42408821034766797
2024-11-25,2024-11-25 22:10:00,2024-11-26 01:10:00,ETH,SHORT,20.0,3441.02,3437.82,time_window,1.8599136302606891
2024-11-26,2024-11-26 01:10:00,2024-11-26 04:10:00,BTC,LONG,20.0,94020.66,94214.29,time_window,4.118881956369805
2024-11-26,2024-11-26 01:10:00,2024-11-26 04:10:00,ETH,SHORT,20.0,3437.82,3425.82,time_window,6.981168298514756
2024-11-26,2024-11-26 01:10:00,2024-11-26 04:10:00,FTM,LONG,10.0,1.0165,0.951,time_window,-64.43679291687162
2024-11-26,2024-11-26 01:10:00,2024-11-26 04:10:00,ADA,SHORT,15.0,0.9639,0.9665,time_window,-4.046062869592355
2024-11-26,2024-11-26 01:10:00,2024-11-26 04:10:00,UNI,LONG,10.0,11.354,11.45,time_window,8.455169984146565
2024-11-26,2024-11-26 01:10:00,2024-11-26 04:10:00,TRX,SHORT,15.0,0.1971,0.1978,time_window,-5.327245053272498
2024-11-26,2024-11-26 04:10:00,2024-11-26 07:10:00,BTC,LONG,20.0,94214.29,94208.0,time_window,-0.13352539195473634
2024-11-26,2024-11-26 04:10:00,2024-11-26 07:10:00,ETH,LONG,20.0,3425.82,3408.27,time_window,-10.245722192059235
2024-11-26,2024-11-26 04:10:00,2024-11-26 07:10:00,UNI,LONG,15.0,11.45,11.51,time_window,7.860262008733691
2024-11-26,2024-11-26 04:10:00,2024-11-26 07:10:00,ICP,SHORT,10.0,11.646,11.535,time_window,9.531169500257654
2024-11-26,2024-11-26 04:10:00,2024-11-26 07:10:00,TON,SHORT,10.0,6.166,6.197,time_window,-5.02757054816732
2024-11-26,2024-11-26 04:10:00,2024-11-26 07:10:00,TRX,SHORT,10.0,0.1978,0.1995,time_window,-8.594539939332694
2024-11-26,2024-11-26 07:10:00,2024-11-26 10:10:00,GRT,LONG,10.0,0.2469,0.2398,time_window,-28.75658161198864
2024-11-26,2024-11-26 07:10:00,2024-11-26 10:10:00,LINK,LONG,15.0,17.37,16.85,time_window,-44.90500863557854
2024-11-26,2024-11-26 07:10:00,2024-11-26 10:10:00,ADA,LONG,15.0,0.9659,0.9377,time_window,-43.793353349208
2024-11-26,2024-11-26 07:10:00,2024-11-26 10:10:00,SOL,SHORT,10.0,237.31,232.95,time_window,18.372592811091035
2024-11-26,2024-11-26 07:10:00,2024-11-26 10:10:00,DOGE,SHORT,10.0,0.40049,0.38771,time_window,31.910909136308057
2024-11-26,2024-11-26 07:10:00,2024-11-26 10:10:00,SHIB,SHORT,10.0,2.502e-05,2.432e-05,time_window,27.97761790567546
2024-11-26,2024-11-26 10:10:00,2024-11-26 13:10:00,BTC,LONG,20.0,93309.95,92531.97,time_window,-16.67517772756273
2024-11-26,2024-11-26 10:10:00,2024-11-26 13:10:00,ETH,LONG,20.0,3346.13,3324.79,time_window,-12.755033426675082
2024-11-26,2024-11-26 10:10:00,2024-11-26 13:10:00,TRX,LONG,10.0,0.1949,0.1895,time_window,-27.706516162134367
2024-11-26,2024-11-26 10:10:00,2024-11-26 13:10:00,TAO,SHORT,10.0,521.8,518.4,time_window,6.515906477577573
2024-11-26,2024-11-26 10:10:00,2024-11-26 13:10:00,LTC,SHORT,10.0,91.61,90.6,time_window,11.024997271040336
2024-11-26,2024-11-26 10:10:00,2024-11-26 13:10:00,ADA,SHORT,10.0,0.9377,0.9045,time_window,35.40578010024529
2024-11-26,2024-11-26 13:10:00,2024-11-26 16:10:00,BTC,LONG,20.0,92531.97,93204.88,time_window,14.54437855370427
2024-11-26,2024-11-26 13:10:00,2024-11-26 16:10:00,ADA,LONG,10.0,0.9045,0.9144,time_window,10.945273631840816
2024-11-26,2024-11-26 13:10:00,2024-11-26 16:10:00,XRP,LONG,10.0,1.335,1.3606,time_window,19.176029962546867
2024-11-26,2024-11-26 13:10:00,2024-11-26 16:10:00,GRT,SHORT,10.0,0.2324,0.2351,time_window,-11.617900172117075
2024-11-26,2024-11-26 13:10:00,2024-11-26 16:10:00,ICP,SHORT,10.0,11.001,10.957,time_window,3.9996363966910926
2024-11-26,2024-11-26 13:10:00,2024-11-26 16:10:00,DOGE,SHORT,10.0,0.37515,0.38479,time_window,-25.6963881114222
2024-11-26,2024-11-26 19:10:00,2024-11-26 22:10:00,BTC,LONG,20.0,92505.79,92227.66,time_window,-6.013245224974353
2024-11-26,2024-11-26 19:10:00,2024-11-26 22:10:00,ETH,LONG,20.0,3296.67,3338.83,time_window,25.577324997649058
2024-11-26,2024-11-26 19:10:00,2024-11-26 22:10:00,ADA,LONG,15.0,0.9182,0.9599,time_window,68.12241341755603
2024-11-26,2024-11-26 19:10:00,2024-11-26 22:10:00,SUI,SHORT,10.0,3.3978,3.4356,time_window,-11.124845488257058
2024-11-26,2024-11-26 19:10:00,2024-11-26 22:10:00,TRX,SHORT,10.0,0.1915,0.1942,time_window,-14.099216710182809
2024-11-26,2024-11-26 19:10:00,2024-11-26 22:10:00,LINK,SHORT,10.0,17.05,17.4,time_window,-20.527859237536532
2024-11-26,2024-11-26 22:10:00,2024-11-27 01:10:00,BTC,LONG,20.0,92227.66,91916.02,time_window,-6.758059350090838
2024-11-26,2024-11-26 22:10:00,2024-11-27 01:10:00,TAO,LONG,15.0,567.9,556.5,time_window,-30.11093502377173
2024-11-26,2024-11-26 22:10:00,2024-11-27 01:10:00,STX,LONG,10.0,2.109,2.079,time_window,-14.22475106685624
2024-11-26,2024-11-26 22:10:00,2024-11-27 01:10:00,SOL,SHORT,10.0,231.77,228.59,time_window,13.720498770332686
2024-11-26,2024-11-26 22:10:00,2024-11-27 01:10:00,FTM,SHORT,10.0,1.0906,1.0556,time_window,32.0924261874197
2024-11-26,2024-11-26 22:10:00,2024-11-27 01:10:00,ICP,SHORT,10.0,11.13,10.915,time_window,19.317160826594936
2024-11-27,2024-11-27 01:10:00,2024-11-27 04:10:00,BTC,LONG,20.0,91916.02,92716.0,time_window,17.40675890883865
2024-11-27,2024-11-27 01:10:00,2024-11-27 04:10:00,UNI,LONG,10.0,10.772,11.42,time_window,60.1559598960267
2024-11-27,2024-11-27 01:10:00,2024-11-27 04:10:00,LINK,LONG,10.0,17.02,17.57,time_window,32.31492361927149
2024-11-27,2024-11-27 01:10:00,2024-11-27 04:10:00,GRT,SHORT,10.0,0.2368,0.2394,time_window,-10.979729729729693
2024-11-27,2024-11-27 01:10:00,2024-11-27 04:10:00,ICP,SHORT,10.0,10.915,11.111,time_window,-17.956939990838436
2024-11-27,2024-11-27 01:10:00,2024-11-27 04:10:00,STX,SHORT,10.0,2.079,2.094,time_window,-7.215007215007061
2024-11-27,2024-11-27 04:10:00,2024-11-27 07:10:00,BTC,LONG,20.0,92716.0,93232.74,time_window,11.146727641399657
2024-11-27,2024-11-27 04:10:00,2024-11-27 07:10:00,ETH,LONG,20.0,3373.97,3429.07,time_window,32.66181975536259
2024-11-27,2024-11-27 04:10:00,2024-11-27 07:10:00,AVAX,LONG,15.0,42.85,42.7,time_window,-5.250875145857593
2024-11-27,2024-11-27 04:10:00,2024-11-27 07:10:00,SUI,SHORT,10.0,3.3547,3.3706,time_window,-4.739619041941231
2024-11-27,2024-11-27 04:10:00,2024-11-27 07:10:00,LINK,SHORT,10.0,17.57,18.1,time_window,-30.1650540694366
2024-11-27,2024-11-27 04:10:00,2024-11-27 07:10:00,UNI,SHORT,10.0,11.42,11.618,time_window,-17.338003502627004
2024-11-27,2024-11-27 07:10:00,2024-11-27 10:10:00,LINK,LONG,15.0,18.1,18.19,time_window,7.45856353591159
2024-11-27,2024-11-27 07:10:00,2024-11-27 10:10:00,ETH,LONG,20.0,3429.07,3416.42,time_window,-7.378093768864496
2024-11-27,2024-11-27 07:10:00,2024-11-27 10:10:00,ADA,LONG,10.0,0.9669,0.985,time_window,18.719619402213265
2024-11-27,2024-11-27 07:10:00,2024-11-27 10:10:00,TON,SHORT,10.0,6.266,6.273,time_window,-1.1171401212894467
2024-11-27,2024-11-27 07:10:00,2024-11-27 10:10:00,SOL,SHORT,10.0,232.31,233.07,time_window,-3.2714906805561146
2024-11-27,2024-11-27 07:10:00,2024-11-27 10:10:00,FTM,SHORT,10.0,1.0786,1.0658,time_window,11.86723530502496
2024-11-27,2024-11-27 10:10:00,2024-11-27 13:10:00,LTC,LONG,10.0,95.01,95.93,time_window,9.683191243027068
2024-11-27,2024-11-27 10:10:00,2024-11-27 13:10:00,TRX,LONG,15.0,0.1991,0.2006,time_window,11.300853842290316
2024-11-27,2024-11-27 10:10:00,2024-11-27 13:10:00,ADA,LONG,15.0,0.985,0.9965,time_window,17.51269035533005
2024-11-27,2024-11-27 10:10:00,2024-11-27 13:10:00,GRT,SHORT,10.0,0.2435,0.2449,time_window,-5.749486652977463
2024-11-27,2024-11-27 10:10:00,2024-11-27 13:10:00,LINK,SHORT,10.0,18.19,17.97,time_window,12.094557449148017
2024-11-27,2024-11-27 10:10:00,2024-11-27 13:10:00,SUI,SHORT,10.0,3.3805,3.3939,time_window,-3.9639106641029005
2024-11-27,2024-11-27 13:10:00,2024-11-27 16:10:00,TON,LONG,10.0,6.263,6.362,time_window,15.807121187929138
2024-11-27,2024-11-27 13:10:00,2024-11-27 16:10:00,FTM,LONG,15.0,1.04,1.0591,time_window,27.548076923076767
2024-11-27,2024-11-27 13:10:00,2024-11-27 16:10:00,BTC,LONG,20.0,93714.82,95672.01,time_window,41.76906064590398
2024-11-27,2024-11-27 13:10:00,2024-11-27 16:10:00,ICP,SHORT,10.0,11.414,11.53,time_window,-10.162957771158197
2024-11-27,2024-11-27 13:10:00,2024-11-27 16:10:00,AVAX,SHORT,15.0,42.88,43.64,time_window,-26.58582089552232
2024-11-27,2024-11-27 13:10:00,2024-11-27 16:10:00,SOL,SHORT,10.0,235.43,239.43,time_window,-16.990188166333944
2024-11-27,2024-11-27 17:32:00,2024-11-27 20:32:00,BTC,LONG,20.0,95939.53,97026.71,time_window,22.663859203813228
2024-11-27,2024-11-27 17:32:00,2024-11-27 20:32:00,ETH,LONG,20.0,3557.81,3611.17,time_window,29.995980673504278
2024-11-27,2024-11-27 17:32:00,2024-11-27 20:32:00,XRP,LONG,15.0,1.4742,1.512,time_window,38.46153846153852
2024-11-27,2024-11-27 17:32:00,2024-11-27 20:32:00,UNI,SHORT,10.0,13.175,13.058,time_window,8.880455407969706
2024-11-27,2024-11-27 17:32:00,2024-11-27 20:32:00,ADA,SHORT,10.0,1.0142,1.0307,time_window,-16.268980477223387
2024-11-27,2024-11-27 17:32:00,2024-11-27 20:32:00,DOGE,SHORT,10.0,0.40128,0.40661,time_window,-13.282496012759173
2024-11-27,2024-11-27 20:32:00,2024-11-27 23:32:00,BTC,LONG,20.0,97026.71,95836.01,time_window,-24.54375707472739
2024-11-27,2024-11-27 20:32:00,2024-11-27 23:32:00,ETH,LONG,20.0,3611.17,3659.6,time_window,26.822331820434833
2024-11-27,2024-11-27 20:32:00,2024-11-27 23:32:00,BNB,LONG,15.0,642.18,642.75,time_window,1.3314024105392182
2024-11-27,2024-11-27 20:32:00,2024-11-27 23:32:00,TAO,SHORT,10.0,583.3,561.1,time_window,38.05931767529562
2024-11-27,2024-11-27 20:32:00,2024-11-27 23:32:00,ADA,SHORT,10.0,1.0307,1.0062,time_window,23.770253225962907
2024-11-27,2024-11-27 20:32:00,2024-11-27 23:32:00,TON,SHORT,10.0,6.418,6.374,time_window,6.8557182923029725
2024-11-27,2024-11-27 23:32:00,2024-11-28 02:32:00,DOGE,LONG,10.0,0.40054,0.4278,time_window,68.05812153592652
2024-11-27,2024-11-27 23:32:00,2024-11-28 02:32:00,BNB,LONG,10.0,642.75,653.83,time_window,17.23842862699345
2024-11-27,2024-11-27 23:32:00,2024-11-28 02:32:00,BTC,LONG,20.0,95836.01,96395.3,time_window,11.671813131619487
2024-11-27,2024-11-27 23:32:00,2024-11-28 02:32:00,GRT,SHORT,10.0,0.2573,0.2571,time_window,0.7773027594247105
2024-11-27,2024-11-27 23:32:00,2024-11-28 02:32:00,STX,SHORT,10.0,2.216,2.291,time_window,-33.844765342960166
2024-11-27,2024-11-27 23:32:00,2024-11-28 02:32:00,TAO,SHORT,10.0,561.1,566.0,time_window,-8.732846194974117
2024-11-28,2024-11-28 02:32:00,2024-11-28 05:32:00,BNB,LONG,15.0,653.83,654.56,time_window,1.6747472584614602
2024-11-28,2024-11-28 02:32:00,2024-11-28 05:32:00,ADA,LONG,15.0,1.0297,1.0094,time_window,-29.571719918422815
2024-11-28,2024-11-28 02:32:00,2024-11-28 05:32:00,SUI,LONG,10.0,3.5758,3.5446,time_window,-8.72532020806536
2024-11-28,2024-11-28 02:32:00,2024-11-28 05:32:00,UNI,SHORT,10.0,12.58,12.572,time_window,0.6359300476948248
2024-11-28,2024-11-28 02:32:00,2024-11-28 05:32:00,LINK,SHORT,15.0,18.35,18.08,time_window,22.070844686648755
2024-11-28,2024-11-28 02:32:00,2024-11-28 05:32:00,ETH,SHORT,20.0,3642.34,3598.37,time_window,24.143819632434234
2024-11-28,2024-11-28 05:32:00,2024-11-28 08:32:00,BTC,LONG,20.0,95680.0,95536.0,time_window,-3.0100334448160533
2024-11-28,2024-11-28 05:32:00,2024-11-28 08:32:00,ETH,LONG,20.0,3598.37,3624.06,time_window,14.278687294525053
2024-11-28,2024-11-28 05:32:00,2024-11-28 08:32:00,BNB,LONG,15.0,654.56,653.55,time_window,-2.3145318992911066
2024-11-28,2024-11-28 05:32:00,2024-11-28 08:32:00,SUI,SHORT,10.0,3.5446,3.6482,time_window,-29.227557411273523
2024-11-28,2024-11-28 05:32:00,2024-11-28 08:32:00,ADA,SHORT,10.0,1.0094,1.0008,time_window,8.519912819496891
2024-11-28,2024-11-28 05:32:00,2024-11-28 08:32:00,DOGE,SHORT,10.0,0.40915,0.40506,time_window,9.996333862886564
2024-11-28,2024-11-28 08:32:00,2024-11-28 11:32:00,ETH,LONG,20.0,3624.06,3616.75,time_window,-4.0341495449854285
2024-11-28,2024-11-28 08:32:00,2024-11-28 11:32:00,UNI,LONG,15.0,12.824,12.872,time_window,5.614472863381166
2024-11-28,2024-11-28 08:32:00,2024-11-28 11:32:00,ADA,LONG,10.0,1.0008,0.9982,time_window,-2.5979216626698
2024-11-28,2024-11-28 08:32:00,2024-11-28 11:32:00,LTC,SHORT,10.0,96.29,96.07,time_window,2.284764773081452
2024-11-28,2024-11-28 08:32:00,2024-11-28 11:32:00,DOGE,SHORT,10.0,0.40506,0.40408,time_window,2.4193946575815457
2024-11-28,2024-11-28 08:32:00,2024-11-28 11:32:00,GRT,SHORT,10.0,0.2521,0.2515,time_window,2.380007933359736
